minute_from_start,segment_index,second,t_sec,rr_ms,spo2_pct,label_1m,label_30s,rr_samples_in_minute,spo2_samples_in_minute
1,3,28,88,965.3665394245138,97.98886091401542,0,0,318,15000
1,3,29,89,972.0562448788999,97.98886091401542,0,0,318,15000
1,3,30,90,960.4141802808973,97.98886091401542,0,0,318,15000
1,3,31,91,972.3823858278707,97.98886091401542,0,0,318,15000
1,3,32,92,968.4504788279922,97.98886091401542,0,0,318,15000
1,3,33,93,956.9141948497257,97.98886091401542,0,0,318,15000
1,3,34,94,971.4955658219651,97.98886091401542,0,0,318,15000
1,3,35,95,968.5585625485317,97.32274967574577,0,0,318,15000
1,3,36,96,931.7218668133643,96.9985503929198,0,0,318,15000
1,3,37,97,922.8337990382443,96.9985503929198,0,0,318,15000
1,3,38,98,898.528378757788,96.9985503929198,0,0,318,15000
1,3,39,99,957.9425318678544,96.9985503929198,0,0,318,15000
1,3,40,100,962.2658393951439,96.72427252613106,0,0,318,15000
1,3,41,101,976.302027596307,95.98992904554817,0,0,318,15000
1,3,42,102,974.3943958581098,96.26375524528878,0,0,318,15000
1,3,43,103,940.5864176762434,96.99745174334323,0,0,318,15000
1,3,44,104,931.5726130776454,96.99745174334323,0,0,318,15000
1,3,45,105,946.2692900101786,96.9974151216907,0,0,318,15000
1,3,46,106,974.023082156909,96.99752498664834,0,0,318,15000
1,3,47,107,996.2675184864281,96.99745174334323,0,0,318,15000
1,3,48,108,967.6240352944149,96.99745174334323,0,0,318,15000
1,3,49,109,908.0491213753318,96.9974151216907,0,0,318,15000
1,3,50,110,786.4153110865436,96.99752498664834,0,0,318,15000
1,3,51,111,862.6582961919099,96.85466392004271,0,0,318,15000
1,3,52,112,877.1670586936692,95.86231479362172,0,0,318,15000
1,3,53,113,939.3547782078713,96.26308995193409,0,0,318,15000
1,3,54,114,969.1293076414922,96.9985503929198,0,0,318,15000
1,3,55,115,946.576632253641,97.66320897230489,0,0,318,15000
1,3,56,116,916.3067162834201,97.98886091401542,0,0,318,15000
1,3,57,117,986.4504263860111,97.32459906919965,0,0,318,15000
1,3,58,118,956.6853461712639,96.9985503929198,0,0,318,15000
1,3,59,119,950.8175303480472,96.9985503929198,0,0,318,15000
2,4,0,120,985.6956173729383,96.9985503929198,0,0,319,15000
2,4,1,121,969.1507470982253,96.9985503929198,0,0,319,15000
2,4,2,122,972.2058048779452,96.9985503929198,0,0,319,15000
2,4,3,123,961.763052369747,96.31750972762646,0,0,319,15000
2,4,4,124,877.172896635148,95.98992904554817,0,0,319,15000
2,4,5,125,874.1981204069865,95.98992904554817,0,0,319,15000
2,4,6,126,833.7217739524026,95.71743343251697,0,0,319,15000
2,4,7,127,786.935267496527,95.86579385061417,0,0,319,15000
2,4,8,128,828.2211149847469,95.98992904554817,0,0,319,15000
2,4,9,129,892.394339259629,95.98992904554817,0,0,319,15000
2,4,10,130,886.800546876853,96.73982452124818,0,0,319,15000
2,4,11,131,946.1589925768749,97.98886091401542,0,0,319,15000
2,4,12,132,949.1505735613958,97.98886091401542,0,0,319,15000
2,4,13,133,963.1346311493928,97.98886091401542,0,0,319,15000
2,4,14,134,967.4925951808176,97.98886091401542,0,0,319,15000
2,4,15,135,967.2908641967789,97.98886091401542,0,0,319,15000
2,4,16,136,963.1941562995422,97.98886091401542,0,0,319,15000
2,4,17,137,970.5591339226515,97.98886091401542,0,0,319,15000
2,4,18,138,961.9549297120217,97.98886091401542,0,0,319,15000
2,4,19,139,968.2530971449694,97.98886091401542,0,0,319,15000
2,4,20,140,972.1736191119078,97.98886091401542,0,0,319,15000
2,4,21,141,957.7148925239926,97.98886091401542,0,0,319,15000
2,4,22,142,966.4393193300593,97.98886091401542,0,0,319,15000
2,4,23,143,969.2359112451244,97.32274967574577,0,0,319,15000
2,4,24,144,951.7999566922629,96.9985503929198,0,0,319,15000
2,4,25,145,922.8725441131564,96.9985503929198,0,0,319,15000
2,4,26,146,886.0946607637343,96.9985503929198,0,0,319,15000
2,4,27,147,950.6759367973075,96.9985503929198,0,0,319,15000
2,4,28,148,964.5216609730008,96.72427252613106,0,0,319,15000
2,4,29,149,972.162478212357,95.98992904554817,0,0,319,15000
2,4,30,150,980.986234410534,96.26375524528878,0,0,319,15000
2,4,31,151,942.0253368316243,96.99745174334323,0,0,319,15000
2,4,32,152,932.845156746214,96.99745174334323,0,0,319,15000
2,4,33,153,945.6066922508114,96.9974151216907,0,0,319,15000
2,4,34,154,962.5544854353763,96.99752498664834,0,0,319,15000
2,4,35,155,1000.2416620802762,96.99745174334323,0,0,319,15000
2,4,36,156,973.9783310411782,96.99745174334323,0,0,319,15000
2,4,37,157,916.0703658866881,96.9974151216907,0,0,319,15000
2,4,38,158,780.2065824962659,96.99752498664834,0,0,319,15000
2,4,39,159,850.5344097205409,96.85466392004271,0,0,319,15000
2,4,40,160,872.3897459263583,95.86231479362172,0,0,319,15000
2,4,41,161,929.3723401945517,96.26308995193409,0,0,319,15000
2,4,42,162,966.8559522947533,96.9985503929198,0,0,319,15000
2,4,43,163,965.7839717156719,97.66320897230489,0,0,319,15000
2,4,44,164,900.3152887249398,97.98886091401542,0,0,319,15000
2,4,45,165,981.3430631239953,97.32459906919965,0,0,319,15000
2,4,46,166,967.848930205696,96.9985503929198,0,0,319,15000
2,4,47,167,949.4907951606706,96.9985503929198,0,0,319,15000
2,4,48,168,956.051610432121,96.9985503929198,0,0,319,15000
2,4,49,169,958.3349855216795,96.9985503929198,0,0,319,15000
2,4,50,170,966.9200689937774,97.26608987563895,0,0,319,15000
2,4,51,171,947.1765625794148,97.98886091401542,0,0,319,15000
2,4,52,172,934.1328711296795,97.7216876478218,0,0,319,15000
2,4,53,173,937.1793959041194,96.9974151216907,0,0,319,15000
2,4,54,174,943.930113680983,96.99748836499579,0,0,319,15000
2,4,55,175,925.4457653430221,96.99752498664834,0,0,319,15000
2,4,56,176,937.4949869227008,96.99745174334323,0,0,319,15000
2,4,57,177,953.2595003430855,96.99737850003812,0,0,319,15000
2,4,58,178,963.421723687793,96.99748836499579,0,0,319,15000
2,4,59,179,971.064038371935,96.99752498664834,0,0,319,15000
3,5,0,180,951.2040489792876,97.98886091401542,0,0,317,15000
3,5,1,181,963.4914930359464,97.98886091401542,0,0,317,15000
3,5,2,182,977.1040630785268,97.98886091401542,0,0,317,15000
3,5,3,183,960.3460238532335,97.98886091401542,0,0,317,15000
3,5,4,184,964.5168051869398,97.98886091401542,0,0,317,15000
3,5,5,185,969.9634299407259,97.98886091401542,0,0,317,15000
3,5,6,186,960.263273215692,97.98886091401542,0,0,317,15000
3,5,7,187,969.4029820766635,97.98886091401542,0,0,317,15000
3,5,8,188,966.9300592616252,97.98886091401542,0,0,317,15000
3,5,9,189,959.1626078350146,97.98886091401542,0,0,317,15000
3,5,10,190,973.0235015439289,97.98886091401542,0,0,317,15000
3,5,11,191,967.649916579451,97.32274967574577,0,0,317,15000
3,5,12,192,916.6192130393516,96.9985503929198,0,0,317,15000
3,5,13,193,909.5727898662888,96.9985503929198,0,0,317,15000
3,5,14,194,920.5105556054959,96.9985503929198,0,0,317,15000
3,5,15,195,961.8326029028252,96.9985503929198,0,0,317,15000
3,5,16,196,961.4954394588834,96.72427252613106,0,0,317,15000
3,5,17,197,983.8107439741772,95.98992904554817,0,0,317,15000
3,5,18,198,956.7977884761376,96.26375524528878,0,0,317,15000
3,5,19,199,935.8525545012469,96.99745174334323,0,0,317,15000
3,5,20,200,933.9000421164286,96.99745174334323,0,0,317,15000
3,5,21,201,952.0345278697918,96.9974151216907,0,0,317,15000
3,5,22,202,989.4649050149326,96.99752498664834,0,0,317,15000
3,5,23,203,985.75409676113,96.99745174334323,0,0,317,15000
3,5,24,204,963.1407079985478,96.99745174334323,0,0,317,15000
3,5,25,205,843.2431879003558,96.9974151216907,0,0,317,15000
3,5,26,206,792.9842211386698,96.99752498664834,0,0,317,15000
3,5,27,207,869.1667662306372,96.85466392004271,0,0,317,15000
3,5,28,208,890.9603536913172,95.86231479362172,0,0,317,15000
3,5,29,209,953.4263873119755,96.26308995193409,0,0,317,15000
3,5,30,210,970.814547344287,96.9985503929198,0,0,317,15000
3,5,31,211,920.3745613131482,97.66320897230489,0,0,317,15000
3,5,32,212,946.4614175035024,97.98886091401542,0,0,317,15000
3,5,33,213,987.7794690063354,97.32459906919965,0,0,317,15000
3,5,34,214,944.2231651205759,96.9985503929198,0,0,317,15000
3,5,35,215,957.041177062635,96.9985503929198,0,0,317,15000
3,5,36,216,949.195006676041,96.9985503929198,0,0,317,15000
3,5,37,217,969.392278077612,96.9985503929198,0,0,317,15000
3,5,38,218,960.2872711713577,97.26608987563895,0,0,317,15000
3,5,39,219,942.3598086840741,97.98886091401542,0,0,317,15000
3,5,40,220,932.3808503640918,97.7216876478218,0,0,317,15000
3,5,41,221,938.1372004003026,96.9974151216907,0,0,317,15000
3,5,42,222,938.2091719060385,96.99748836499579,0,0,317,15000
3,5,43,223,929.7754087965131,96.99752498664834,0,0,317,15000
3,5,44,224,941.3986131236754,96.99745174334323,0,0,317,15000
3,5,45,225,959.0473832886155,96.99737850003812,0,0,317,15000
3,5,46,226,964.0785405916915,96.99748836499579,0,0,317,15000
3,5,47,227,969.3777587592591,96.99752498664834,0,0,317,15000
3,5,48,228,975.3536204334921,96.99745174334323,0,0,317,15000
3,5,49,229,979.8502121460473,96.99745174334323,0,0,317,15000
3,5,50,230,941.3133351568489,96.9974151216907,0,0,317,15000
3,5,51,231,919.6633378133014,96.99752498664834,0,0,317,15000
3,5,52,232,918.4394266462164,96.99748836499579,0,0,317,15000
3,5,53,233,956.9595707861026,96.99741512169068,0,0,317,15000
3,5,54,234,952.112426826352,96.9974151216907,0,0,317,15000
3,5,55,235,849.192718866633,96.32483405813689,0,0,317,15000
3,5,56,236,799.0678285373651,96.05825284199283,0,0,317,15000
3,5,57,237,861.4069845321183,96.9985503929198,0,0,317,15000
3,5,58,238,953.3320165066698,96.9985503929198,0,0,317,15000
3,5,59,239,961.6126116106785,96.1235004196231,0,0,317,15000
4,6,0,240,928.4307571966939,96.9985503929198,0,0,319,15000
4,6,1,241,924.6196160733016,96.9985503929198,0,0,319,15000
4,6,2,242,898.5283787577897,96.9985503929198,0,0,319,15000
4,6,3,243,961.0099471412035,96.9985503929198,0,0,319,15000
4,6,4,244,959.4496025725773,96.72427252613106,0,0,319,15000
4,6,5,245,976.3020275963072,95.98992904554817,0,0,319,15000
4,6,6,246,969.4464620672208,96.26375524528878,0,0,319,15000
4,6,7,247,939.7623425889421,96.99745174334323,0,0,319,15000
4,6,8,248,931.5726130776484,96.99745174334323,0,0,319,15000
4,6,9,249,947.0320786660823,96.9974151216907,0,0,319,15000
4,6,10,250,978.6584941991634,96.99752498664834,0,0,319,15000
4,6,11,251,992.7263625053031,96.99745174334323,0,0,319,15000
4,6,12,252,965.31142080676,96.99745174334323,0,0,319,15000
4,6,13,253,877.6318232640181,96.9974151216907,0,0,319,15000
4,6,14,254,783.3660017414629,96.99752498664834,0,0,319,15000
4,6,15,255,863.0607215000433,96.85466392004271,0,0,319,15000
4,6,16,256,885.216999258276,95.86231479362172,0,0,319,15000
4,6,17,257,946.1612236766911,96.26308995193409,0,0,319,15000
4,6,18,258,968.3459467923967,96.9985503929198,0,0,319,15000
4,6,19,259,927.9593461413184,97.66320897230489,0,0,319,15000
4,6,20,260,925.2995171430484,97.98886091401542,0,0,319,15000
4,6,21,261,986.4504263860141,97.32459906919965,0,0,319,15000
4,6,22,262,952.6701962798423,96.9985503929198,0,0,319,15000
4,6,23,263,957.7798329348582,96.9985503929198,0,0,319,15000
4,6,24,264,951.2430016532846,96.9985503929198,0,0,319,15000
4,6,25,265,965.0115522005649,96.9985503929198,0,0,319,15000
4,6,26,266,960.7311529562196,97.26608987563895,0,0,319,15000
4,6,27,267,945.1045854935899,97.98886091401542,0,0,319,15000
4,6,28,268,934.3747050033168,97.7216876478218,0,0,319,15000
4,6,29,269,938.1372004003026,96.9974151216907,0,0,319,15000
4,6,30,270,941.3634953073313,96.99748836499579,0,0,319,15000
4,6,31,271,928.552433147028,96.99752498664834,0,0,319,15000
4,6,32,272,941.3986131236697,96.99745174334323,0,0,319,15000
4,6,33,273,956.7445900327697,96.99737850003812,0,0,319,15000
4,6,34,274,965.1590087543838,96.99748836499579,0,0,319,15000
4,6,35,275,969.3777587592591,96.99752498664834,0,0,319,15000
4,6,36,276,975.3536204334921,96.99745174334323,0,0,319,15000
4,6,37,277,979.8502121460473,96.99745174334323,0,0,319,15000
4,6,38,278,941.3133351568489,96.9974151216907,0,0,319,15000
4,6,39,279,919.6633378132958,96.99752498664834,0,0,319,15000
4,6,40,280,914.1183795849429,96.99748836499579,0,0,319,15000
4,6,41,281,954.1404193138591,96.99741512169068,0,0,319,15000
4,6,42,282,952.112426826352,96.9974151216907,0,0,319,15000
4,6,43,283,849.192718866628,96.32483405813689,0,0,319,15000
4,6,44,284,799.0678285373651,96.05825284199283,0,0,319,15000
4,6,45,285,861.4069845321239,96.9985503929198,0,0,319,15000
4,6,46,286,953.3320165066698,96.9985503929198,0,0,319,15000
4,6,47,287,957.9361666239473,96.1235004196231,0,0,319,15000
4,6,48,288,945.5921410606777,96.25980621042191,0,0,319,15000
4,6,49,289,944.8027341898694,96.9985503929198,0,0,319,15000
4,6,50,290,927.0469556238131,97.46158846417943,0,0,319,15000
4,6,51,291,952.1530952730812,97.98886091401542,0,0,319,15000
4,6,52,292,941.1759408649687,97.98886091401542,0,0,319,15000
4,6,53,293,933.5186705683896,97.98886091401542,0,0,319,15000
4,6,54,294,949.2631236755869,97.98886091401542,0,0,319,15000
4,6,55,295,960.3629852772428,97.92237430380713,0,0,319,15000
4,6,56,296,934.0518433503747,96.9985503929198,0,0,319,15000
4,6,57,297,940.868443988336,96.9985503929198,0,0,319,15000
4,6,58,298,922.2838173866876,96.9985503929198,0,0,319,15000
4,6,59,299,917.3987996892947,96.9985503929198,0,0,319,15000
5,7,0,300,970.7829040491341,96.99745174334323,0,0,323,15000
5,7,1,301,908.0491213753305,96.9974151216907,0,0,323,15000
5,7,2,302,786.4153110865415,96.99752498664834,0,0,323,15000
5,7,3,303,862.6582961919123,96.85466392004271,0,0,323,15000
5,7,4,304,877.1670586936601,95.86231479362172,0,0,323,15000
5,7,5,305,939.3547782078743,96.26308995193409,0,0,323,15000
5,7,6,306,969.1293076415001,96.9985503929198,0,0,323,15000
5,7,7,307,934.0376455422426,97.66320897230489,0,0,323,15000
5,7,8,308,925.2995171430499,97.98886091401542,0,0,323,15000
5,7,9,309,986.4504263860141,97.32459906919965,0,0,323,15000
5,7,10,310,952.6701962798434,96.9985503929198,0,0,323,15000
5,7,11,311,957.7798329348568,96.9985503929198,0,0,323,15000
5,7,12,312,951.2430016532846,96.9985503929198,0,0,323,15000
5,7,13,313,965.0115522005626,96.9985503929198,0,0,323,15000
5,7,14,314,960.7311529562224,97.26608987563895,0,0,323,15000
5,7,15,315,944.9778176112294,97.98886091401542,0,0,323,15000
5,7,16,316,932.3808503640976,97.7216876478218,0,0,323,15000
5,7,17,317,938.1372004002969,96.9974151216907,0,0,323,15000
5,7,18,318,938.2091719060408,96.99748836499579,0,0,323,15000
5,7,19,319,929.7754087965188,96.99752498664834,0,0,323,15000
5,7,20,320,942.5112015615204,96.99745174334323,0,0,323,15000
5,7,21,321,961.2420311961839,96.99737850003812,0,0,323,15000
5,7,22,322,964.0785405916971,96.99748836499579,0,0,323,15000
5,7,23,323,970.3496621976034,96.99752498664834,0,0,323,15000
5,7,24,324,976.9472716151483,96.99745174334323,0,0,323,15000
5,7,25,325,979.18476751573,96.99745174334323,0,0,323,15000
5,7,26,326,939.7647046348775,96.9974151216907,0,0,323,15000
5,7,27,327,911.6800649772698,96.99752498664834,0,0,323,15000
5,7,28,328,926.7878569292474,96.99748836499579,0,0,323,15000
5,7,29,329,959.078192352564,96.99741512169068,0,0,323,15000
5,7,30,330,942.7761185400583,96.9974151216907,0,0,323,15000
5,7,31,331,819.9724633431582,96.32483405813689,0,0,323,15000
5,7,32,332,811.2697682218538,96.05825284199283,0,0,323,15000
5,7,33,333,892.3450845904266,96.9985503929198,0,0,323,15000
5,7,34,334,963.9551414124583,96.9985503929198,0,0,323,15000
5,7,35,335,948.838634180754,96.1235004196231,0,0,323,15000
5,7,36,336,946.2208708878849,96.25980621042191,0,0,323,15000
5,7,37,337,936.9351294388592,96.9985503929198,0,0,323,15000
5,7,38,338,932.503662467883,97.46158846417943,0,0,323,15000
5,7,39,339,949.8629186991393,97.98886091401542,0,0,323,15000
5,7,40,340,935.0355821459971,97.98886091401542,0,0,323,15000
5,7,41,341,934.7231992483956,97.98886091401542,0,0,323,15000
5,7,42,342,967.4618921885325,97.98886091401542,0,0,323,15000
5,7,43,343,944.8015859747159,97.92237430380713,0,0,323,15000
5,7,44,344,937.4538632288486,96.9985503929198,0,0,323,15000
5,7,45,345,932.2339105023617,96.9985503929198,0,0,323,15000
5,7,46,346,919.0190871064013,96.9985503929198,0,0,323,15000
5,7,47,347,918.8261418650542,96.9985503929198,0,0,323,15000
5,7,48,348,928.7874775436478,96.9985503929198,0,0,323,15000
5,7,49,349,923.1117115778319,96.9985503929198,0,0,323,15000
5,7,50,350,933.2671175765485,96.9985503929198,0,0,323,15000
5,7,51,351,945.4523133549286,96.9985503929198,0,0,323,15000
5,7,52,352,933.1640805756459,96.9985503929198,0,0,323,15000
5,7,53,353,955.9091665337634,96.9985503929198,0,0,323,15000
5,7,54,354,899.6787736796218,96.93270466163118,0,0,323,15000
5,7,55,355,801.645383451568,96.86218966964216,0,0,323,15000
5,7,56,356,828.3238106161549,96.9985503929198,0,0,323,15000
5,7,57,357,809.2314989918823,96.9985503929198,0,0,323,15000
5,7,58,358,860.4332452258517,96.9985503929198,0,0,323,15000
5,7,59,359,940.1496322180832,96.9985503929198,0,0,323,15000
6,8,0,360,949.5115421603485,96.9985503929198,0,0,329,15000
6,8,1,361,969.3922780776127,96.9985503929198,0,0,329,15000
6,8,2,362,960.2872711713584,97.26608987563895,0,0,329,15000
6,8,3,363,942.3598086840669,97.98886091401542,0,0,329,15000
6,8,4,364,934.0076575170765,97.7216876478218,0,0,329,15000
6,8,5,365,940.1546404443003,96.9974151216907,0,0,329,15000
6,8,6,366,935.0223015020612,96.99748836499579,0,0,329,15000
6,8,7,367,933.0390695996655,96.99752498664834,0,0,329,15000
6,8,8,368,942.9268303537721,96.99745174334323,0,0,329,15000
6,8,9,369,963.4286186831205,96.99737850003812,0,0,329,15000
6,8,10,370,968.2013296051201,96.99748836499579,0,0,329,15000
6,8,11,371,969.1989054062445,96.99752498664834,0,0,329,15000
6,8,12,372,978.1564182950729,96.99745174334323,0,0,329,15000
6,8,13,373,968.0222902909691,96.99745174334323,0,0,329,15000
6,8,14,374,930.6697496653792,96.9974151216907,0,0,329,15000
6,8,15,375,902.3403052270511,96.99752498664834,0,0,329,15000
6,8,16,376,942.7898495421942,96.99748836499579,0,0,329,15000
6,8,17,377,964.5789823290415,96.99741512169068,0,0,329,15000
6,8,18,378,887.4271283138619,96.9974151216907,0,0,329,15000
6,8,19,379,791.5411676648235,96.32483405813689,0,0,329,15000
6,8,20,380,835.6112218886124,96.05825284199283,0,0,329,15000
6,8,21,381,947.6249644588166,96.9985503929198,0,0,329,15000
6,8,22,382,961.6065778942087,96.9985503929198,0,0,329,15000
6,8,23,383,944.7325982052577,96.1235004196231,0,0,329,15000
6,8,24,384,944.6442211527971,96.25980621042191,0,0,329,15000
6,8,25,385,925.9297012885781,96.9985503929198,0,0,329,15000
6,8,26,386,948.8997839442326,97.46158846417943,0,0,329,15000
6,8,27,387,941.175940864963,97.98886091401542,0,0,329,15000
6,8,28,388,933.5186705683942,97.98886091401542,0,0,329,15000
6,8,29,389,949.2631236755813,97.98886091401542,0,0,329,15000
6,8,30,390,960.3629852772428,97.98886091401542,0,0,329,15000
6,8,31,391,934.0518433503843,97.92237430380713,0,0,329,15000
6,8,32,392,940.8684439883302,96.9985503929198,0,0,329,15000
6,8,33,393,922.4853323855438,96.9985503929198,0,0,329,15000
6,8,34,394,917.3833719522066,96.9985503929198,0,0,329,15000
6,8,35,395,924.0786266291489,96.9985503929198,0,0,329,15000
6,8,36,396,928.7939237528066,96.9985503929198,0,0,329,15000
6,8,37,397,927.8202386154817,96.9985503929198,0,0,329,15000
6,8,38,398,942.5355116504874,96.9985503929198,0,0,329,15000
6,8,39,399,935.519873234,96.9985503929198,0,0,329,15000
6,8,40,400,948.7469688036535,96.9985503929198,0,0,329,15000
6,8,41,401,922.9714023647011,96.9985503929198,0,0,329,15000
6,8,42,402,809.6634654890695,96.93270466163118,0,0,329,15000
6,8,43,403,822.0507473216163,96.86218966964216,0,0,329,15000
6,8,44,404,811.8946470326307,96.9985503929198,0,0,329,15000
6,8,45,405,849.6803308195618,96.9985503929198,0,0,329,15000
6,8,46,406,940.1496322180832,96.9985503929198,0,0,329,15000
6,8,47,407,801.7097024350523,96.9985503929198,0,0,329,15000
6,8,48,408,814.544217180162,95.73047074082551,0,0,329,15000
6,8,49,409,791.7593325204895,95.98992904554817,0,0,329,15000
6,8,50,410,800.4427378269838,96.65958648050658,0,0,329,15000
6,8,51,411,789.9814429231261,96.9985503929198,0,0,329,15000
6,8,52,412,839.2277708355665,97.85439230945298,0,0,329,15000
6,8,53,413,923.480839429402,97.98886091401542,0,0,329,15000
6,8,54,414,946.3642147504288,97.98886091401542,0,0,329,15000
6,8,55,415,921.2483935756572,97.98886091401542,0,0,329,15000
6,8,56,416,905.2059116361079,97.98886091401542,0,0,329,15000
6,8,57,417,855.398775981096,96.60204165712979,0,0,329,15000
6,8,58,418,788.7610376677571,94.99961852445259,0,0,329,15000
6,8,59,419,869.4781064580526,94.99961852445259,0,0,329,15000
7,9,0,420,972.4427736925281,96.99745174334323,0,0,330,15000
